,Vmag,Plx,ePlx,BV,eBV,dist,Vabs
25768.0,5.46,22.87,0.57,0.615,0.002,43.72540446,2.25633082303
25795.0,8.3,22.63,0.73,0.653,0.012,44.1891294741,5.07342276977
25807.0,6.96,11.7,0.53,0.214,0.009,85.4700854701,2.30092930873
25840.0,6.95,23.98,0.86,0.561,0.008,41.7014178482,3.84924589381
25843.0,8.18,20.22,0.88,0.583,0.01,49.4559841741,4.70890575627
25873.0,8.4,28.0,1.31,0.814,0.019,35.7142857143,5.63579015671
25878.0,7.97,175.72,1.2,1.474,0.009,5.69087184157,9.19410597297
25880.0,7.54,24.43,1.18,0.62,0.015,40.9332787556,4.47961733487
25905.0,8.36,26.21,1.28,0.697,0.002,38.1533765738,5.45233510473
25918.0,5.18,32.43,1.29,1.13,0.015,30.8356460068,2.73473474336
25952.0,7.97,19.81,0.7,0.55,0.01,50.4795557799,4.45442237769
25953.0,11.55,78.3,3.37,1.637,0.02,12.7713920817,11.0188088103
25963.0,7.37,17.54,0.63,0.67,0.002,57.0125427594,3.59014794515
25973.0,6.44,22.79,0.81,0.587,0.005,43.8788942519,3.2287216259
25993.0,5.45,18.92,0.52,1.224,0.0,52.8541226216,1.83460566033
26001.0,5.34,14.07,0.52,1.039,0.002,71.0732054016,1.08147048717
26008.0,6.82,17.07,0.73,0.37,0.005,58.5823081429,2.98116760557
26013.0,9.12,29.57,1.17,1.045,0.015,33.8180588434,6.47425662263
26019.0,5.75,11.74,0.56,1.085,0.005,85.1788756388,1.09834048456
26030.0,8.6,15.97,0.7,0.594,0.015,62.6174076393,4.61652458069
26050.0,7.15,13.46,0.56,0.492,0.006,74.294205052,2.79522529944
26079.0,6.42,17.8,0.53,0.55,0.015,56.1797752809,2.67210001154
26160.0,8.69,19.89,0.96,0.593,0.017,50.2765208648,5.18317391562
26175.0,8.8,37.07,1.25,0.923,0.002,26.9759913677,6.64511293015
26245.0,6.74,20.99,0.85,0.502,0.006,47.6417341591,3.35006219291
26269.0,7.12,20.12,0.54,0.496,0.001,49.7017892644,3.63813988192
26277.0,9.33,30.82,0.94,1.119,0.002,32.4464633355,6.77416317191
26309.0,6.26,17.68,0.71,0.151,0.006,56.5610859729,2.49741130339
26366.0,4.09,28.1,0.91,0.951,0.023,35.5871886121,1.33353159953
26372.0,7.01,16.11,0.6,0.353,0.006,62.0732464308,3.0454777021
26373.0,7.95,41.9,1.74,0.845,0.005,23.8663484487,6.06107011483
26380.0,6.69,26.47,0.56,0.584,0.007,37.7786173026,3.80376970651
26381.0,7.68,30.08,1.15,0.667,0.008,33.2446808511,5.0713891596
26382.0,5.53,18.56,0.86,0.237,0.011,53.8793103448,1.87288985941
26394.0,5.65,54.92,0.45,0.6,0.003,18.2083029862,4.34865264282
26404.0,7.68,17.08,0.85,0.448,0.007,58.5480093677,3.84243933176
26412.0,6.15,22.44,0.73,0.322,0.005,44.5632798574,2.90511426292
26437.0,7.75,19.96,0.73,0.617,0.009,50.1002004008,4.25080268476
26453.0,7.26,16.8,0.82,0.404,0.008,59.5238095238,3.38654640863
26460.0,5.28,23.54,0.62,0.486,0.012,42.4808836024,2.13903229254
26488.0,7.43,16.42,0.66,0.6,0.006,60.9013398295,3.50686576392
26501.0,7.33,39.59,0.94,0.769,0.016,25.2589037636,5.31792750876
26505.0,7.74,48.72,1.0,0.834,0.011,20.5254515599,6.17853639812
26542.0,9.55,34.45,1.07,1.043,0.005,29.0275761974,7.23594613122
26553.0,8.71,14.76,0.72,0.602,0.015,67.7506775068,4.55543178744
26556.0,7.89,16.22,0.8,0.483,0.011,61.6522811344,3.94025424938
26587.0,7.03,16.64,0.79,0.411,0.004,60.0961538462,3.13576660977
26624.0,5.99,24.16,0.73,0.294,0.005,41.3907284768,2.90548464975
26634.0,2.65,12.16,0.6,-0.12,0.001,82.2368421053,-1.92533212532
26653.0,7.85,35.91,1.12,0.764,0.013,27.8473962684,5.62607702563
26688.0,7.7,20.61,0.89,0.417,0.01,48.5201358564,4.2703899589
26722.0,7.84,19.05,0.75,0.554,0.015,52.4934383202,4.23947490006
26737.0,7.84,27.15,0.7,0.648,0.005,36.832412523,5.00884916962
26779.0,6.21,81.69,0.83,0.84,0.006,12.2414004162,5.7708444803
26787.0,9.0,18.23,0.86,0.657,0.023,54.8546352167,5.30393334327
26801.0,9.78,80.13,1.67,1.473,0.011,12.4797204543,9.29897571371
26807.0,7.67,26.51,1.11,0.692,0.015,37.7216144851,4.78704863867
26834.0,7.36,36.05,0.92,0.801,0.009,27.7392510402,5.14452634528
26883.0,9.0,19.58,0.82,0.834,0.023,51.0725229826,5.45906343734
26907.0,8.55,31.9,1.28,0.887,0.014,31.3479623824,6.06895341529
26926.0,5.97,19.94,0.83,0.447,0.003,50.1504513541,2.46862576988
26942.0,6.05,16.26,0.7,0.951,0.001,61.5006150062,2.10560270629
26973.0,8.52,27.86,0.79,0.861,0.01,35.8937544867,5.74490556044
26974.0,7.14,33.02,0.95,0.624,0.003,30.284675954,4.73388534463
26981.0,6.25,18.73,0.55,0.377,0.005,53.3902829685,2.61268888688
26985.0,8.76,22.59,0.71,0.7,0.005,44.2673749447,5.5295811546
26990.0,8.14,19.17,0.73,0.586,0.01,52.1648408972,4.55311056439
27001.0,6.38,12.24,0.56,0.295,0.005,81.6993464052,1.81890708905
27021.0,7.1,23.15,0.82,0.531,0.006,43.1965442765,3.92275497677
27058.0,7.11,25.43,0.76,0.637,0.007,39.3236335037,4.13673180088
27072.0,3.59,111.49,0.6,0.481,0.011,8.96941429725,3.8261795773
27075.0,6.34,39.15,0.74,0.58,0.004,25.5427841635,4.30365883197
27080.0,8.09,39.08,0.75,0.76,0.007,25.5885363357,6.04977277523
27100.0,4.34,22.48,0.46,0.217,0.009,44.4839857651,1.09898153449
27133.0,6.83,14.2,0.62,0.374,0.001,70.4225352113,2.59144172192
27165.0,6.85,21.89,0.88,0.637,0.005,45.6829602558,3.55122880784
27188.0,9.02,73.04,1.11,1.379,0.012,13.691128149,8.33780382263
27207.0,7.34,48.6,1.03,0.833,0.011,20.5761316872,5.77318134631
27225.0,8.2,28.2,0.81,0.722,0.015,35.4609929078,5.4512455416
27244.0,6.63,34.7,0.53,0.594,0.009,28.818443804,4.33164737395
27246.0,7.33,27.37,0.72,0.702,0.007,36.5363536719,4.51637398705
27249.0,5.93,16.89,0.73,0.164,0.004,59.2066311427,2.06814824786
27253.0,5.95,23.57,0.92,0.773,0.001,42.4268137463,2.81179791262
27281.0,7.54,19.88,0.76,0.553,0.015,50.3018108652,4.03208190031
27288.0,3.55,46.47,0.68,0.104,0.003,21.5192597375,1.88586336239
27321.0,3.85,51.87,0.51,0.171,0.002,19.2789666474,2.42458123997
27323.0,9.74,48.2,1.06,1.377,0.006,20.7468879668,8.15523519119
27330.0,7.16,17.07,0.72,0.513,0.006,58.5823081429,3.32116760557
27359.0,10.72,66.71,1.49,1.476,0.015,14.9902563334,9.84095470326
27371.0,8.8,22.0,0.79,0.71,0.016,45.4545454545,5.51211340411
27417.0,7.8,23.48,0.83,0.566,0.007,42.5894378194,4.65349046288
27435.0,5.97,64.25,1.19,0.639,0.002,15.5642023346,5.00936566002
27441.0,8.89,22.53,0.83,0.857,0.02,44.3852640923,5.65380595862
27559.0,7.42,12.74,0.6,0.369,0.01,78.4929356358,2.94584714
27566.0,5.46,12.06,0.46,-0.076,0.001,82.9187396352,0.866736539021
27576.0,7.62,16.42,0.75,0.531,0.009,60.9013398295,3.69686576392
27578.0,8.71,19.96,0.77,0.678,0.013,50.1002004008,5.21080268476
27803.0,9.7,49.74,1.66,1.321,0.001,20.1045436269,8.18352890467
27823.0,8.59,21.06,0.84,0.696,0.016,47.4833808167,5.20729183425
27849.0,7.28,18.06,0.84,0.543,0.015,55.3709856035,3.56358872989
27887.0,7.17,77.95,0.53,0.935,0.003,12.8287363695,6.62908059762
27896.0,6.53,28.67,0.55,0.891,0.019,34.8796651552,3.81713846473
27901.0,6.34,17.84,0.71,0.37,0.003,56.0538116592,2.5969742502
27913.0,4.39,115.43,1.08,0.594,0.008,8.66325911808,4.70159347829
27918.0,8.84,37.57,1.26,1.014,0.002,26.6169816343,6.71420597532
27922.0,7.51,43.86,1.19,0.7,0.008,22.7998176015,5.72034313671
27947.0,5.29,28.65,0.47,0.295,0.004,34.9040139616,2.57562313152
27957.0,8.39,16.91,0.66,0.641,0.014,59.1366055588,4.53071803799
27969.0,8.56,14.05,0.67,0.548,0.018,71.1743772242,4.29838162121
27978.0,7.58,14.21,0.58,0.428,0.01,70.3729767769,3.34297038964
28036.0,7.46,18.45,0.64,0.492,0.009,54.2005420054,3.78998185248
28066.0,6.6,35.72,1.0,0.65,0.01,27.9955207167,4.36455725108
28103.0,3.71,66.47,0.74,0.337,0.012,15.0443809237,2.82312839387
28150.0,6.65,18.75,0.56,0.521,0.001,53.3333333333,3.01500636032
28153.0,10.59,42.17,1.77,1.404,0.015,23.7135404316,8.71501800507
28193.0,9.28,23.92,0.95,0.965,0.015,41.8060200669,6.17380587658
28241.0,8.26,16.36,0.75,0.588,0.015,61.1246943765,4.32891649668
28267.0,6.99,43.1,0.93,0.72,0.005,23.2018561485,5.1623863508
28311.0,8.17,16.58,0.77,0.641,0.011,60.3136308806,4.26792263107
28316.0,9.99,19.96,0.93,0.875,0.015,50.1002004008,6.49080268476
28333.0,8.41,15.61,0.77,0.596,0.015,64.0614990391,4.37701451531
28358.0,3.72,23.22,0.91,1.01,0.0,43.0663221361,0.549311077013
28360.0,1.9,39.72,0.78,0.077,0.006,25.1762336354,-0.104953800883
28380.0,2.65,18.83,0.81,-0.083,0.004,53.1067445566,-0.975748399917
28393.0,8.65,23.24,1.02,0.887,0.013,43.0292598967,5.48118061859
28403.0,8.61,19.41,0.8,0.626,0.009,51.5198351365,5.05012767694
28419.0,8.59,15.69,0.78,0.605,0.015,63.73486297,4.56811471793
28434.0,6.21,16.7,0.82,0.358,0.004,59.880239521,2.32358235574
28460.0,8.82,19.22,0.79,0.624,0.017,52.0291363163,5.23876691666
28462.0,8.12,13.24,0.64,0.502,0.01,75.5287009063,3.72943992552
28474.0,9.09,18.57,0.75,0.702,0.022,53.8502961766,5.4340595187
28484.0,5.65,15.82,0.48,0.207,0.004,63.211125158,1.64603239581
28498.0,7.4,17.92,0.66,0.465,0.004,55.8035714286,3.66669002663
28518.0,9.04,18.55,0.87,0.69,0.021,53.9083557951,5.38171956976
28591.0,7.18,17.96,0.76,0.423,0.006,55.6792873051,3.45153166166
28604.0,8.72,19.8,0.79,0.629,0.011,50.5050505051,5.20332595131
28614.0,4.12,21.49,0.82,0.17,0.002,46.533271289,0.781182077457
28634.0,6.49,35.21,0.8,0.567,0.006,28.4010224368,4.22333012535
28644.0,6.23,20.02,0.86,0.456,0.005,49.95004995,2.73732036572
28654.0,6.88,11.91,0.57,0.201,0.007,83.9630562552,2.25955880741
28734.0,4.16,21.64,1.06,0.835,0.001,46.2107208872,0.836286282173
28764.0,6.35,37.46,0.5,0.517,0.005,26.6951414842,4.2178388652
28767.0,6.74,30.0,0.82,0.573,0.007,33.3333333333,4.1256062736
28790.0,5.93,37.01,0.58,0.493,0.009,27.0197243988,3.77159542548
28796.0,6.6,33.64,0.84,0.712,0.005,29.7265160523,4.23427993563
28813.0,6.72,24.56,0.85,0.508,0.001,40.7166123779,3.67114181235
28823.0,5.9,19.38,0.8,0.358,0.005,51.5995872033,2.33676886357
28855.0,5.8,12.4,0.55,0.027,0.003,80.6451612903,1.26710842581
28869.0,7.84,20.51,0.68,0.595,0.011,48.7567040468,4.39982830184
28898.0,8.45,36.53,0.74,0.844,0.003,27.3747604708,6.26324836106
28899.0,5.79,12.25,0.56,0.041,0.003,81.6326530612,1.2306804435
28902.0,8.29,31.3,0.97,0.783,0.009,31.9488817891,5.76772168773
28905.0,8.34,27.0,1.11,0.771,0.014,37.037037037,5.49681882079
28908.0,6.12,37.9,0.83,0.6,0.001,26.3852242744,4.01319604984
28910.0,4.67,19.14,0.7,0.046,0.002,52.2466039707,1.0797096672
28909.0,5.72,9.82,0.46,-0.024,0.004,101.83299389,0.680557438935
28913.0,7.24,18.22,0.58,0.551,0.015,54.8847420417,3.54274186318
28921.0,8.95,31.38,1.16,0.868,0.021,31.867431485,6.43326469625
28935.0,8.4,32.95,1.06,0.846,0.014,30.3490136571,5.98927709465
28941.0,9.1,22.11,0.81,0.9,0.011,45.2284034374,5.82294371289
28954.0,6.76,64.71,0.91,0.814,0.004,15.4535620461,5.81485699911
28964.0,9.4,36.33,0.87,1.107,0.006,27.5254610515,7.20132698931
28987.0,6.83,21.38,0.55,0.463,0.005,46.7726847521,3.48003850436
29001.0,7.34,27.97,1.05,0.543,0.015,35.7525920629,4.57346233186
29063.0,8.97,28.92,1.31,0.867,0.002,34.5781466113,6.27599144311
29064.0,5.5,12.48,0.49,0.007,0.004,80.1282051282,0.981072926732
29067.0,9.75,40.12,1.78,1.25,0.015,24.925224327,7.76680462174
29074.0,8.02,22.46,1.12,0.626,0.006,44.5235975067,4.77704875963
29083.0,6.95,21.83,0.88,0.467,0.004,45.8085203848,3.64526867855
29134.0,5.06,11.78,0.48,-0.072,0.004,84.8896434635,0.415726452255
29185.0,6.48,16.63,0.52,0.502,0.005,60.1322910403,2.5844612461
29193.0,7.51,13.83,0.64,0.657,0.015,72.3065798988,3.21411090055
29205.0,5.56,15.35,0.7,1.15,0.005,65.1465798046,1.49054189907
29208.0,8.45,33.42,1.21,0.895,0.022,29.9222022741,6.07003222779
29217.0,7.28,14.36,0.59,0.483,0.015,69.6378830084,3.06577219953
29234.0,5.71,18.48,0.74,0.454,0.002,54.1125541126,2.04350983442
29242.0,8.44,25.0,1.16,0.79,0.015,40.0,5.42970004336
29271.0,5.08,98.54,0.45,0.714,0.015,10.1481631825,5.04806278969
29277.0,10.48,106.43,1.44,1.514,0.014,9.39584703561,10.6153203108
29295.0,8.15,173.19,1.12,1.487,0.008,5.77400542757,9.34261406109
29314.0,7.45,13.39,0.59,0.385,0.001,74.6825989544,3.08390288506
29316.0,10.41,92.77,4.56,1.45,0.014,10.7793467716,10.247037783
29330.0,8.8,23.58,1.09,0.995,0.015,42.4088210348,5.6627190038
29374.0,9.31,25.91,0.95,0.943,0.0,38.5951370127,6.37733706493
29421.0,7.48,19.24,0.74,0.484,0.008,51.9750519751,3.90102533851
29432.0,6.85,43.26,0.87,0.642,0.007,23.1160425335,5.03043257552
29479.0,8.31,19.82,0.73,0.658,0.013,50.454086781,4.79551825075
29525.0,6.43,55.2,0.96,0.663,0.005,18.115942029,5.13969538865
29548.0,9.67,40.38,1.41,1.21,0.015,24.7647350173,7.70083157304
29568.0,6.37,59.9,0.75,0.713,0.006,16.694490818,5.25713411195
29596.0,8.81,16.4,0.8,0.712,0.01,60.9756097561,4.88421924024
29600.0,8.82,15.64,0.78,0.58,0.015,63.9386189258,4.79118374362
29611.0,8.39,33.74,1.33,0.876,0.002,29.6384113811,6.03072539127
29650.0,5.2,47.33,0.86,0.43,0.0,21.1282484682,3.57568252234
29673.0,6.62,31.95,0.51,0.562,0.007,31.2989045383,4.14235431247
29692.0,5.99,15.66,0.71,1.058,0.001,63.8569604087,1.96395878861
29696.0,4.32,19.31,0.83,1.021,0.001,51.7866390471,0.748911368897
29716.0,5.62,28.02,0.76,0.506,0.008,35.6887937188,2.85734065475
29720.0,7.05,26.36,0.72,0.508,0.015,37.9362670713,4.15472702961
29724.0,8.88,15.87,0.72,0.63,0.018,63.0119722747,4.88288463377
29761.0,7.43,38.89,0.74,0.776,0.005,25.7135510414,5.37918971574
29788.0,6.44,27.5,0.5,0.593,0.015,36.3636363636,3.63666346915
29800.0,5.04,51.0,0.9,0.431,0.003,19.6078431373,3.57785088049
29804.0,8.65,26.99,0.83,0.927,0.004,37.0507595406,5.80601442278
29824.0,9.05,24.87,1.15,0.79,0.004,40.2090872537,6.02837892635
29829.0,7.48,18.86,0.92,0.605,0.007,53.0222693531,3.85770844201
29842.0,5.54,10.78,0.51,1.129,0.002,92.7643784787,0.703093804254
29843.0,6.05,25.06,0.68,0.576,0.007,39.9042298484,3.04490533329
29852.0,5.88,16.1,0.53,0.139,0.002,62.1118012422,1.91412938016
29860.0,5.7,51.76,0.78,0.61,0.0,19.3199381762,4.2699713383
29882.0,6.68,20.83,0.9,0.451,0.007,48.007681229,3.27344634974
29954.0,7.6,14.92,0.59,0.45,0.015,67.0241286863,3.46884411568
29997.0,4.76,18.55,0.64,0.025,0.003,53.9083557951,1.10171956976
30023.0,6.83,31.33,0.82,0.561,0.003,31.9182891797,4.30980197441
30030.0,7.95,20.1,0.99,0.587,0.014,49.7512437811,4.4659802871
30038.0,6.91,16.27,0.56,0.513,0.007,61.4628149969,2.96693776468
30045.0,8.68,25.4,0.82,0.837,0.015,39.3700787402,5.7041685831
30060.0,4.44,21.88,0.95,0.032,0.004,45.7038391225,1.14023658831
30067.0,6.61,36.32,0.9,0.562,0.006,27.5330396476,4.41072919925
30104.0,6.61,38.92,0.56,0.657,0.006,25.6937307297,4.56086415798
30112.0,9.83,35.74,1.53,1.273,0.006,27.9798545048,7.59577274085
30129.0,7.54,16.86,0.65,0.48,0.008,59.3119810202,3.67428785144
30179.0,8.33,15.84,0.67,0.595,0.012,63.1313131313,4.32877588627
30225.0,8.48,35.92,1.11,0.915,0.002,27.8396436526,6.25668163998
30232.0,7.73,22.64,0.94,0.619,0.015,44.1696113074,4.50438211258
30243.0,7.63,24.33,0.92,0.686,0.001,41.1015207563,4.56071054465
30247.0,5.34,17.54,0.73,0.448,0.005,57.0125427594,1.56014794515
30252.0,6.74,13.84,0.51,0.227,0.007,72.2543352601,2.4456804506
30258.0,8.98,21.14,0.73,0.793,0.021,47.3036896878,5.60552491486
30314.0,6.53,42.56,0.49,0.614,0.001,23.4962406015,4.67500809643
30342.0,5.6,19.87,0.76,0.242,0.007,50.3271263211,2.09098933555
30344.0,7.37,34.02,0.75,0.663,0.007,29.3944738389,5.02867154638
30377.0,8.41,15.43,0.71,0.741,0.014,64.8088139987,4.35182963032
30419.0,4.39,25.39,1.02,0.215,0.015,39.3855848759,1.41331350437
30423.0,6.47,10.22,0.47,0.12,0.003,97.8473581213,1.51725447899
30439.0,7.86,15.55,0.69,0.71,0.01,64.308681672,3.81865196681
30463.0,5.78,11.37,0.45,-0.001,0.004,87.9507475814,1.05880232344
30476.0,6.67,35.85,0.52,0.673,0.004,27.8940027894,4.44244580002
30480.0,6.45,31.46,0.52,0.66,0.003,31.7863954228,3.93879359144
30486.0,7.59,22.29,1.05,0.629,0.015,44.8631673396,4.3305503424
30502.0,8.66,16.11,0.76,0.661,0.016,62.0732464308,4.6954777021
30503.0,6.37,45.38,0.63,0.626,0.007,22.0361392684,4.65432245774
30513.0,7.03,20.58,0.94,0.508,0.001,48.5908649174,3.59722685213
30533.0,7.54,11.2,0.53,0.406,0.003,89.2857142857,2.78609011335
30544.0,8.81,20.25,0.91,0.716,0.017,49.3827160494,5.34212513775
30545.0,5.88,30.22,0.92,0.564,0.009,33.0906684315,3.28147230002
30552.0,7.01,30.36,0.92,0.593,0.015,32.9380764163,4.42150883612
30565.0,5.37,12.25,0.49,0.971,0.001,81.6326530612,0.810680443503
30579.0,8.08,30.69,0.81,0.719,0.015,32.5839035516,5.51498444216
30605.0,6.87,16.87,0.8,0.371,0.01,59.2768227623,3.00557541295
30630.0,6.78,68.2,1.1,0.938,0.009,14.6627565982,5.94892187328
30706.0,6.48,20.09,0.61,0.394,0.005,49.7760079642,2.99489968374
30711.0,6.05,33.48,0.64,0.545,0.003,29.8685782557,3.67392724661
30729.0,8.41,22.18,0.8,0.708,0.013,45.0856627592,5.13980770907
30760.0,6.61,12.66,0.53,0.088,0.007,78.9889415482,2.12216852841
30849.0,6.32,12.37,0.55,0.39,0.003,80.8407437348,1.78184849815
30860.0,7.89,20.43,0.98,0.74,0.015,48.9476260401,4.44134183316
30862.0,7.15,38.98,0.9,0.613,0.013,25.6541816316,5.10420917391
30880.0,6.57,21.82,1.03,0.554,0.006,45.8295142071,3.26427373126
30888.0,10.76,30.2,1.39,1.34,0.004,33.1125827815,8.16003471479
30893.0,8.59,33.96,1.46,0.906,0.016,29.4464075383,6.24483840786
30905.0,8.1,27.67,1.29,0.846,0.02,36.1402240694,5.3100457957
30920.0,11.12,242.89,2.64,1.69,0.02,4.11709004076,13.0470481744
30932.0,5.2,10.44,0.47,1.087,0.004,95.785440613,0.293502493331
30953.0,5.28,19.33,0.66,0.371,0.002,51.7330574237,1.71115927014
30973.0,6.28,10.27,0.5,0.329,0.004,97.3709834469,1.33785221799
30979.0,9.11,35.0,1.49,1.12,0.015,28.5714285714,6.83034022175
30995.0,8.64,14.04,0.69,0.702,0.017,71.2250712251,4.37683553897
31039.0,5.86,17.56,0.76,0.934,0.006,56.9476082005,2.08262255785
31079.0,5.58,26.87,0.48,0.534,0.006,37.2162262747,2.72633833217
31083.0,7.14,35.72,0.88,0.71,0.01,27.9955207167,4.90455725108
31134.0,8.27,36.05,0.68,0.781,0.014,27.7392510402,6.05452634528
31142.0,9.86,33.99,1.67,1.237,0.024,29.4204177699,7.51675582292
31143.0,9.36,27.65,1.35,1.01,0.015,36.1663652803,6.5684756782
31165.0,5.25,11.95,0.52,0.982,0.001,83.6820083682,0.636839526421
31167.0,5.6,23.13,0.76,0.256,0.002,43.233895374,2.42087816385
31179.0,7.92,13.7,0.58,0.778,0.012,72.9927007299,3.60360283578
31187.0,8.97,23.52,1.03,0.799,0.022,42.5170068027,5.82718658702
31201.0,6.89,16.3,0.72,0.547,0.004,61.3496932515,2.95093802202
31207.0,8.1,16.67,0.65,0.554,0.015,59.9880023995,4.20967799914
31223.0,6.96,15.35,0.57,0.469,0.007,65.1465798046,2.89054189907
31246.0,7.91,29.93,1.07,0.86,0.0,33.411293017,5.2905335842
31300.0,11.62,61.28,1.89,1.5,0.015,16.318537859,10.5565937831
31314.0,6.66,19.39,0.5,0.489,0.002,51.5729757607,3.09788904539
31386.0,7.78,12.02,0.57,0.261,0.011,83.1946755408,3.17952233833
31473.0,8.14,23.47,0.79,0.687,0.01,42.60758415,4.99256544799
31509.0,6.36,24.83,0.56,0.486,0.006,40.2738622634,3.33488359777
31540.0,7.63,26.43,0.87,0.714,0.002,37.8357926599,4.74048581566
31547.0,7.23,25.47,0.72,0.62,0.008,39.2618767177,4.26014472482
31552.0,6.61,27.48,0.79,0.496,0.007,36.3901018923,3.80508364194
31555.0,10.6,51.51,1.52,1.459,0.015,19.4137060765,9.1594577494
31569.0,7.16,11.55,0.53,0.417,0.015,86.5800865801,2.47290992114
31572.0,6.87,17.64,0.65,0.366,0.006,56.6893424036,3.10249290398
31575.0,7.79,20.03,0.79,0.7,0.007,49.9251123315,4.29840474647
31623.0,7.65,28.45,0.74,0.703,0.005,35.1493848858,4.92041135366
31634.0,9.61,66.11,1.61,1.456,0.015,15.1263046438,8.7113357858
31635.0,9.63,101.59,2.35,1.48,0.019,9.84348853234,9.66425480162
31655.0,7.61,26.13,1.06,0.735,0.015,38.2701875239,4.69569704864
31660.0,6.84,36.55,0.89,0.725,0.008,27.3597811218,4.65443690647
31666.0,7.34,13.44,0.6,0.518,0.007,74.4047619048,2.98199634359
31676.0,5.94,18.82,0.82,0.899,0.005,53.1349628055,2.31309809546
31711.0,6.15,46.15,0.64,0.624,0.005,21.6684723727,4.47085852681
31712.0,8.78,17.41,0.68,0.591,0.016,57.4382538771,4.98399385559
31783.0,7.76,19.28,0.7,0.505,0.01,51.867219917,4.18553514783
31850.0,6.43,28.44,1.04,0.523,0.009,35.1617440225,3.69964796029
31870.0,5.7,13.54,0.56,1.134,0.003,73.8552437223,1.35809332175
31878.0,9.71,45.56,0.91,1.257,0.02,21.9490781387,8.00291857704
31965.0,7.6,23.57,0.96,0.672,0.011,42.4268137463,4.46179791262
32010.0,8.08,57.07,1.37,1.021,0.021,17.5223409848,6.86203936274
32011.0,8.29,15.15,0.65,0.565,0.012,66.0066006601,4.19206316419
32043.0,9.63,35.25,1.08,0.984,0.005,28.3687943262,7.36579560664
32076.0,6.97,33.75,0.82,0.563,0.011,29.6296296296,4.61136888584
32103.0,8.53,18.67,0.72,0.755,0.016,53.5618639529,4.88572158975
32127.0,9.48,18.28,0.87,0.726,0.015,54.704595186,5.78988095699
32235.0,8.94,17.7,0.79,0.699,0.019,56.4971751412,5.17986633181
32242.0,8.46,19.79,0.78,0.819,0.016,50.5305709955,4.94222897103
32251.0,8.53,20.04,0.71,0.685,0.013,49.9001996008,5.03948858598
32296.0,6.61,14.48,0.65,0.182,0.005,69.0607734807,2.41384280931
32322.0,6.43,37.6,0.65,0.55,0.021,26.5957446809,4.30593922464
32326.0,8.71,16.46,0.72,0.61,0.016,60.7533414338,4.79214915438
32329.0,7.2,21.77,1.07,0.562,0.022,45.9347726229,3.88929214521
32349.0,-1.44,379.21,1.58,0.009,0.007,2.63706125893,1.45439890714
32350.0,6.93,18.38,0.86,0.351,0.008,54.4069640914,3.25172753525
32351.0,7.6,12.43,0.6,0.401,0.015,80.4505229284,3.07235564321
32362.0,3.35,57.02,0.83,0.443,0.008,17.537706068,2.13013606487
32366.0,5.92,41.2,0.56,0.491,0.015,24.2718446602,3.99448608017
32382.0,7.47,22.09,0.86,0.614,0.015,45.2693526483,4.19097857936
32423.0,8.8,40.02,1.22,0.964,0.009,24.9875062469,6.8113854215
32435.0,7.46,17.46,0.59,0.46,0.001,57.273768614,3.67022119685
32439.0,5.44,56.02,0.53,0.525,0.003,17.850767583,4.18171552244
32480.0,5.24,60.56,0.73,0.575,0.005,16.5125495376,4.15092933246
32489.0,5.34,15.69,0.74,0.964,0.005,63.73486297,1.31811471793
32500.0,6.46,25.55,0.52,0.429,0.005,39.1389432485,3.49695452235
32544.0,10.7,28.9,1.26,1.315,0.015,34.6020761246,8.00448921378
32617.0,5.75,24.95,0.75,0.292,0.004,40.0801603206,2.7353527498
32674.0,8.04,14.54,0.62,0.488,0.01,68.7757909216,3.85282203262
32702.0,7.3,22.41,0.87,0.546,0.001,44.6229361892,4.05220928268
32718.0,7.01,15.34,0.57,0.537,0.007,65.1890482399,2.93912679806
32764.0,8.66,16.23,0.74,0.569,0.018,61.6142945163,4.71159259913
32765.0,5.14,39.66,0.53,0.46,0.017,25.2143217347,3.13176354935
32768.0,2.94,17.85,0.49,1.207,0.003,56.0224089636,-0.801808897759
32769.0,8.59,60.96,1.3,1.209,0.006,16.4041994751,7.51522479166
32775.0,6.11,30.16,0.75,0.457,0.007,33.1564986737,3.50715668599
32806.0,8.61,26.01,1.19,0.79,0.02,38.4467512495,5.68570176098
32851.0,5.78,33.45,0.84,0.396,0.007,29.8953662182,3.40198061052
32874.0,6.98,27.01,1.04,0.6,0.009,37.0233246946,4.13762292094
32916.0,8.1,24.55,1.14,0.729,0.015,40.733197556,5.05025748229
32919.0,8.95,53.12,1.23,1.232,0.004,18.8253012048,7.5762903318
32938.0,5.94,18.14,0.53,0.183,0.006,55.1267916207,2.23318641362
32939.0,10.06,39.19,1.01,1.086,0.02,25.5167134473,8.02587631739
32970.0,7.21,21.16,0.68,0.614,0.008,47.258979206,3.83757831682
32984.0,6.58,114.94,0.86,1.071,0.008,8.70019140421,6.88235596399
33024.0,5.75,15.98,0.75,0.27,0.004,62.5782227785,1.76788387489
